index,apartment_type,metro_station,minutes_to_metro,region,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,renovation,price
23249,Secondary,Новые Черемушки,19,Moscow,3,92.61,61.1,19.1,6,20,European-style renovation,51206131.0
23250,Secondary,ЦСКА,2,Moscow,4,123.43,72.5,19.6,6,19,Designer,64691641.0
23251,Secondary,Павшино,13,Moscow region,3,70.4,51.1,8.2,4,14,Designer,16120622.0
23252,New building,Красногвардейская,4,Moscow region,3,29.6,13.6,6.7,5,16,Cosmetic,4761243.0
23253,Secondary,Спартак,20,Moscow,1,55.31,9.0,10.2,7,10,European-style renovation,11638224.0
23254,New building,Братиславская,12,Moscow,2,33.48,13.8,11.0,9,16,Cosmetic,6237051.0
23255,Secondary,Яхромская,4,Moscow,3,62.94,45.2,11.6,7,7,European-style renovation,14153855.0
23256,New building,Китай-город,12,Moscow,4,127.8,66.4,21.6,3,40,Cosmetic,35819684.0
23257,New building,Бутово,15,Moscow region,3,111.98,49.4,20.3,13,17,Cosmetic,15302302.0
23258,Secondary,Домодедовская,14,Moscow region,1,38.9,27.0,5.5,8,14,Cosmetic,7289777.0
23259,Secondary,Перерва,19,Moscow,2,37.57,29.6,11.8,10,24,Cosmetic,15896574.0
23260,Secondary,Коломенская,13,Moscow,0,25.03,14.2,9.2,1,8,European-style renovation,5454997.0
23261,Secondary,Красногвардейская,19,Moscow region,0,26.35,14.0,5.5,9,9,Cosmetic,6810012.0
23262,Secondary,Спортивная,13,Moscow,5,287.18,130.4,39.6,3,66,European-style renovation,375328381.0
23263,New building,Котельники,12,Moscow region,1,32.06,16.2,8.4,5,14,Cosmetic,3937169.0
23264,New building,Павшино,5,Moscow region,2,56.15,29.4,4.7,13,20,Cosmetic,3937217.0
23265,Secondary,Шелепиха,7,Moscow,4,89.03,44.5,15.5,27,18,Without renovation,33982409.0
23266,New building,Битца,13,Moscow region,3,92.53,59.9,14.7,6,16,Cosmetic,13490392.0
23267,Secondary,Силикатная,13,Moscow,0,20.69,10.6,5.3,1,16,European-style renovation,8719060.0
23268,Secondary,Лианозово,13,Moscow,6,73.47,39.4,9.2,10,10,Designer,16236190.0
23269,Secondary,ВДНХ,14,Moscow,1,18.25,10.1,4.4,11,20,Without renovation,9607794.0
23270,Secondary,Красногвардейская,19,Moscow region,1,58.87,29.9,10.0,1,14,Without renovation,4645529.0
23271,Secondary,Жулебино,19,Moscow region,0,34.31,15.8,8.8,8,8,Without renovation,3707591.0
23272,Secondary,Опалиха,4,Moscow region,2,109.67,66.3,23.7,20,24,European-style renovation,29539889.0
23273,New building,Полянка,5,Moscow,2,50.04,13.6,10.0,15,14,Cosmetic,24040549.0
23274,Secondary,Братиславская,19,Moscow,1,59.49,16.8,19.9,1,21,Without renovation,20821243.0
23275,New building,Красногвардейская,13,Moscow region,2,36.04,7.1,18.5,3,20,Cosmetic,2522102.0
23276,New building,Битца,4,Moscow region,2,66.13,38.8,17.8,14,14,Cosmetic,8619581.0
23277,Secondary,Автозаводская,12,Moscow,2,78.61,44.5,12.4,16,22,European-style renovation,29930613.0
23278,Secondary,Бульвар Рокоссовского,10,Moscow,0,34.74,26.3,19.1,18,10,European-style renovation,10048878.0
23279,New building,Каширская,9,Moscow,4,79.58,42.5,27.0,3,14,Cosmetic,16054065.0
23280,New building,Красногвардейская,13,Moscow region,1,59.85,39.2,12.1,9,20,Cosmetic,3963689.0
23281,New building,Котельники,12,Moscow region,1,23.6,10.2,4.1,8,20,Cosmetic,2654781.0
23282,Secondary,Дмитровская,12,Moscow,4,70.89,21.7,19.7,3,9,Designer,28939156.0
23283,Secondary,Теплый Стан,29,Moscow,1,78.14,49.2,19.0,21,20,Cosmetic,12630426.0
23284,Secondary,Маяковская,4,Moscow,1,97.02,49.4,22.3,9,5,European-style renovation,56317608.0
23285,New building,Молодежная,12,Moscow,3,49.09,15.6,7.9,21,10,Cosmetic,17562835.0
23286,New building,Братиславская,13,Moscow,1,43.3,21.0,8.5,3,20,Cosmetic,7482384.0
23287,Secondary,Раменки,12,Moscow,4,86.81,52.0,20.1,6,23,European-style renovation,31032940.0
23288,Secondary,Менделеевская,19,Moscow,4,96.88,40.7,15.9,3,6,Designer,56098103.0
23289,Secondary,Севастопольская,18,Moscow,1,43.32,14.8,9.7,12,8,Cosmetic,18962133.0
23290,New building,Перерва,10,Moscow,2,178.32,150.0,13.3,8,9,Cosmetic,36408684.0
23291,Secondary,Царицыно,13,Moscow,4,99.02,67.2,19.0,2,11,European-style renovation,16921700.0
23292,Secondary,Ломоносовский проспект,6,Moscow,5,318.2,74.7,26.2,4,67,European-style renovation,208219458.0
23293,Secondary,Котельники,12,Moscow region,3,48.87,29.9,10.4,10,17,Cosmetic,10332449.0
23294,Secondary,Красногвардейская,13,Moscow region,0,17.0,7.9,3.6,2,9,European-style renovation,2970252.0
23295,Secondary,Некрасовка,10,Moscow,1,26.56,15.0,10.0,14,9,Without renovation,8473244.0
23296,Secondary,Сретенский бульвар,13,Moscow,1,44.69,25.0,8.8,1,20,Cosmetic,11098662.0
23297,Secondary,ВДНХ,6,Moscow,3,85.26,55.7,9.1,8,16,Designer,41473152.0
23298,Secondary,Соколиная Гора,5,Moscow,3,63.72,45.6,19.0,7,33,Without renovation,26392150.0
23299,New building,Братиславская,12,Moscow,2,55.25,22.8,10.9,20,20,Cosmetic,7214922.0
23300,New building,Братиславская,13,Moscow,1,24.06,11.9,8.3,6,20,Cosmetic,5013171.0
23301,Secondary,Тестовская,7,Moscow,4,137.81,105.4,21.4,19,8,Designer,52422085.0
23302,Secondary,Кантемировская,13,Moscow,2,68.0,31.5,13.4,2,17,Cosmetic,13075618.0
23303,Secondary,Битца,11,Moscow region,1,23.24,15.2,4.8,9,31,Without renovation,6364332.0
23304,Secondary,Красногвардейская,12,Moscow region,2,41.29,24.0,8.5,6,15,Cosmetic,4521956.0
23305,Secondary,Серпуховская,4,Moscow,5,153.97,95.8,29.3,26,5,European-style renovation,111356294.0
23306,Secondary,Курская,7,Moscow,2,50.75,16.2,31.0,8,14,Without renovation,24938421.0
23307,Secondary,Смоленская,9,Moscow,6,297.23,83.8,21.1,4,5,European-style renovation,120880373.0
23308,New building,Селигерская,13,Moscow,3,27.43,13.3,12.3,7,14,Cosmetic,10310820.0
23309,Secondary,Достоевская,15,Moscow,2,64.95,46.9,12.0,18,23,Without renovation,30587122.0
23310,Secondary,Улица 1905 года,6,Moscow,4,287.62,65.8,21.0,12,12,European-style renovation,364577255.0
23311,Secondary,Рассказовка,4,Moscow,0,27.87,17.0,9.9,1,17,European-style renovation,7330357.0
23312,Secondary,Алма-Атинская,9,Moscow region,0,19.52,11.0,5.8,1,9,European-style renovation,6158089.0
23313,Secondary,Опалиха,16,Moscow region,0,30.56,21.8,8.4,1,10,European-style renovation,8071190.0
23314,Secondary,Панфиловская,18,Moscow,4,143.21,83.4,18.4,16,22,Designer,63689822.0
23315,New building,Курская,12,Moscow,4,156.98,47.5,14.0,1,25,Cosmetic,24904187.0
23316,Secondary,Маяковская,7,Moscow,6,211.4,93.3,31.0,33,5,European-style renovation,150312842.0
23317,New building,Депо,10,Moscow,2,40.25,22.8,2.8,7,20,Cosmetic,5277553.0
23318,Secondary,Сокол,6,Moscow,5,197.71,91.6,21.6,2,41,European-style renovation,33404665.0
23319,New building,Каширская,9,Moscow,4,158.37,55.0,21.5,9,14,Cosmetic,47688647.0
23320,New building,Братиславская,9,Moscow,3,28.04,13.6,11.5,22,14,Cosmetic,8782466.0
23321,New building,Котельники,14,Moscow region,2,56.97,28.8,8.2,4,20,Cosmetic,6954600.0
23322,Secondary,Нагорная,19,Moscow,4,134.16,65.9,21.0,13,20,European-style renovation,53042720.0
23323,Secondary,ВДНХ,11,Moscow,3,66.07,47.8,19.5,7,7,Designer,38130751.0
23324,Secondary,Красный Балтиец,12,Moscow,1,22.56,13.3,7.5,1,21,Designer,8433525.0
23325,Secondary,Ясенево,9,Moscow,3,108.63,58.5,22.7,7,16,Designer,28826246.0
23326,Secondary,Стрешнево,10,Moscow,3,70.05,16.6,20.5,3,21,Without renovation,31445137.0
23327,Secondary,Матвеевская,18,Moscow,1,30.03,14.0,14.5,5,21,Cosmetic,10390601.0
23328,Secondary,Коньково,12,Moscow,2,97.05,57.2,19.4,11,9,European-style renovation,33534075.0
23329,New building,Курская,12,Moscow,2,62.59,42.7,8.4,12,20,Cosmetic,17212686.0
23330,Secondary,Бульвар Дмитрия Донского,5,Moscow region,1,44.96,24.8,8.9,22,21,Without renovation,4512797.0
23331,Secondary,Курская,13,Moscow,0,52.39,26.7,9.4,2,23,Designer,23098321.0
23332,New building,Красногвардейская,12,Moscow region,1,25.94,7.8,8.6,7,20,Cosmetic,2307963.0
23333,New building,Бауманская,8,Moscow,1,130.31,74.9,5.0,1,14,European-style renovation,33095435.0
23334,Secondary,Крылатское,18,Moscow,3,66.83,49.9,21.7,8,20,European-style renovation,23302730.0
23335,New building,Котельники,12,Moscow region,1,31.56,14.3,10.7,23,8,Cosmetic,6100359.0
23336,Secondary,Преображенская площадь,12,Moscow,0,12.02,9.5,6.3,1,9,European-style renovation,2338302.0
23337,New building,Депо,19,Moscow,2,25.04,9.5,8.1,8,20,Cosmetic,7217450.0
23338,Secondary,Верхние котлы,13,Moscow,1,14.44,11.2,6.0,2,10,European-style renovation,5960447.0
23339,Secondary,Выставочная,13,Moscow,4,118.7,66.3,30.2,1,10,European-style renovation,72629238.0
23340,Secondary,Курская,19,Moscow,6,148.4,86.6,21.2,4,11,European-style renovation,89470315.0
23341,Secondary,Пролетарская,12,Moscow,3,49.43,24.6,14.2,17,10,Cosmetic,15457289.0
23342,New building,Окружная,13,Moscow,4,30.95,16.2,11.4,8,20,Cosmetic,8996300.0
23343,Secondary,Водный стадион,9,Moscow,0,61.97,53.7,5.5,6,11,European-style renovation,26631104.0
23344,New building,Москва-Товарная,5,Moscow,4,124.97,42.6,20.1,19,14,Cosmetic,43311446.0
23345,New building,Красногвардейская,6,Moscow region,1,40.3,22.3,11.5,9,20,Cosmetic,8247703.0
23346,New building,Каширская,13,Moscow,4,229.21,186.0,20.5,1,21,Cosmetic,27193625.0
23347,Secondary,Пыхтино,18,Moscow,1,85.11,48.2,19.0,11,21,Designer,16796744.0
23348,New building,Каширская,5,Moscow,4,208.53,101.4,18.7,6,17,Cosmetic,35571609.0
23349,Secondary,Бибирево,13,Moscow,4,189.4,135.0,24.1,13,30,European-style renovation,37008878.0
23350,New building,Братиславская,13,Moscow,3,51.98,42.3,8.9,8,14,Cosmetic,12880117.0
23351,Secondary,Серпуховская,8,Moscow,3,130.24,80.8,17.5,20,21,Cosmetic,65114278.0
23352,New building,Битца,4,Moscow region,4,94.34,60.7,14.6,9,16,Cosmetic,11922255.0
23353,New building,Красногвардейская,13,Moscow region,2,29.06,15.4,7.5,6,20,Cosmetic,6000468.0
23354,Secondary,Внуково,19,Moscow,1,51.7,35.3,8.8,17,13,Without renovation,10554423.0
23355,Secondary,Панфиловская,13,Moscow,5,172.8,142.8,29.7,4,11,European-style renovation,142371461.0
23356,Secondary,Аэропорт,12,Moscow,2,19.92,9.7,3.5,1,9,Without renovation,10271008.0
23357,Secondary,Солнцево,7,Moscow,1,75.73,33.9,12.1,7,22,European-style renovation,18739984.0
23358,New building,Братиславская,13,Moscow,2,63.35,33.3,6.2,20,14,Cosmetic,10023261.0
23359,Secondary,ЗИЛ,5,Moscow,0,36.21,8.6,5.3,1,10,Without renovation,6167679.0
23360,New building,Парк Победы,12,Moscow,2,54.93,27.8,19.9,6,21,Cosmetic,15573830.0
23361,Secondary,Жулебино,19,Moscow region,0,39.44,21.1,8.2,8,9,Without renovation,3585616.0
23362,Secondary,Раменки,19,Moscow,6,21.32,10.6,8.9,10,11,European-style renovation,6485333.0
23363,Secondary,Дегунино,15,Moscow,4,73.22,46.8,19.5,16,20,European-style renovation,15923006.0
23364,Secondary,Международная,19,Moscow,2,62.37,34.4,9.9,23,14,European-style renovation,21879000.0
23365,Secondary,Петровский парк,12,Moscow,4,200.76,167.8,24.5,19,14,Designer,44291608.0
23366,Secondary,Академическая,13,Moscow,2,102.49,54.9,21.2,9,4,Designer,41102217.0
23367,Secondary,Царицыно,9,Moscow,4,286.26,255.0,26.4,2,9,Designer,153648700.0
23368,New building,Братиславская,16,Moscow,1,36.81,19.9,8.2,7,20,Cosmetic,7629803.0
23369,Secondary,Прокшино,6,Moscow,5,260.67,142.4,24.7,3,11,European-style renovation,57399578.0
23370,New building,Котельники,14,Moscow region,2,61.2,26.3,30.3,13,16,Cosmetic,5921026.0
23371,Secondary,Университет,5,Moscow,0,40.81,30.2,9.2,16,8,European-style renovation,24264501.0
23372,New building,Котельники,13,Moscow region,1,53.78,29.4,4.8,6,14,Cosmetic,6064200.0
23373,Secondary,Фили,8,Moscow,2,48.26,30.6,11.3,3,9,European-style renovation,29284491.0
23374,Secondary,Опалиха,24,Moscow region,0,19.72,10.7,8.8,1,9,Cosmetic,2296141.0
23375,New building,Варшавская,13,Moscow,1,29.02,10.2,15.1,17,20,Cosmetic,9279979.0
23376,Secondary,Бабушкинская,10,Moscow,6,26.58,14.8,9.8,2,16,European-style renovation,12595956.0
23377,New building,Жулебино,12,Moscow region,4,71.78,14.4,17.2,7,5,Cosmetic,12425910.0
23378,Secondary,Павшино,19,Moscow region,0,39.22,22.0,5.1,1,5,Cosmetic,7500804.0
23379,New building,Братиславская,8,Moscow,2,19.01,11.1,8.3,2,20,Cosmetic,7256496.0
23380,Secondary,Аминьевская,5,Moscow,0,39.49,11.1,8.7,3,10,European-style renovation,20310361.0
23381,Secondary,Некрасовка,4,Moscow,1,31.4,14.5,8.8,7,14,Without renovation,7211242.0
23382,Secondary,Теплый Стан,9,Moscow,2,44.29,24.3,5.8,12,23,Cosmetic,15005070.0
23383,Secondary,Ломоносовский проспект,19,Moscow,4,92.59,50.2,20.1,1,16,Designer,39646168.0
23384,Secondary,Жулебино,6,Moscow region,1,50.08,30.4,5.4,10,10,Without renovation,11340598.0
23385,Secondary,Динамо,28,Moscow,0,37.38,28.1,4.8,9,5,European-style renovation,11388593.0
23386,Secondary,Верхние Котлы,3,Moscow,2,109.46,68.5,8.9,15,25,Without renovation,54445634.0
23387,New building,Братиславская,13,Moscow,1,50.35,40.0,11.2,2,20,Cosmetic,5942602.0
23388,Secondary,Тимирязевская,19,Moscow,0,19.86,8.7,5.6,1,9,European-style renovation,4402211.0
23389,New building,Красногвардейская,13,Moscow region,1,28.43,13.1,11.5,5,14,Cosmetic,2891756.0
23390,Secondary,Локомотив,5,Moscow,4,133.16,66.1,13.9,19,10,Designer,31666277.0
23391,New building,Домодедовская,13,Moscow region,1,24.76,14.2,11.1,21,14,Cosmetic,5281073.0
23392,Secondary,Минская,18,Moscow,1,19.71,12.8,4.6,18,20,Cosmetic,11715841.0
23393,Secondary,Народное Ополчение,7,Moscow,4,102.94,67.0,17.6,21,23,European-style renovation,55418982.0
23394,Secondary,Преображенская площадь,5,Moscow,0,30.42,17.1,8.4,1,20,Cosmetic,11262191.0
23395,Secondary,Крылатское,4,Moscow,0,31.8,23.8,5.9,1,35,European-style renovation,12929316.0
23396,New building,Жулебино,13,Moscow region,0,33.81,26.0,16.6,8,20,Cosmetic,6148934.0
23397,New building,Красногвардейская,14,Moscow region,2,25.49,9.0,7.9,7,14,Cosmetic,5082303.0
23398,Secondary,Электрозаводская,19,Moscow,2,116.12,100.1,6.8,18,24,Without renovation,59899788.0
23399,Secondary,Опалиха,18,Moscow region,0,33.14,9.9,5.7,1,10,Designer,3988321.0
23400,Secondary,Дубровка,20,Moscow,4,69.7,32.8,20.5,20,22,Designer,31545549.0
23401,New building,Красногвардейская,20,Moscow region,1,30.38,7.2,7.7,7,20,Cosmetic,5810119.0
23402,Secondary,Шелепиха,4,Moscow,4,183.94,135.5,21.2,2,11,European-style renovation,149011313.0
23403,New building,Панфиловская,13,Moscow,6,54.28,38.7,11.2,3,14,Cosmetic,18936654.0
23404,New building,Котельники,13,Moscow region,3,27.46,12.6,17.9,3,14,Cosmetic,4946992.0
23405,Secondary,Ольховая,9,Moscow,2,34.45,24.8,6.8,6,5,European-style renovation,6748915.0
23406,Secondary,Текстильщики,3,Moscow,2,25.7,17.4,8.5,15,22,European-style renovation,14018704.0
23407,Secondary,ЗИЛ,16,Moscow,3,62.79,22.4,19.4,14,7,Cosmetic,28989044.0
23408,Secondary,Калитники,9,Moscow,2,87.89,50.4,18.5,6,14,Cosmetic,10952583.0
23409,New building,Народное Ополчение,12,Moscow,1,45.6,29.1,15.5,7,5,Cosmetic,21946314.0
23410,Secondary,Алма-Атинская,13,Moscow region,4,120.36,64.3,15.8,1,24,European-style renovation,18368459.0
23411,Secondary,Спортивная,4,Moscow,3,94.07,49.3,13.9,3,33,Without renovation,79066853.0
23412,New building,Варшавская,12,Moscow,2,31.69,12.4,10.1,16,20,Cosmetic,14418620.0
23413,Secondary,Автозаводская,11,Moscow,3,88.39,63.4,19.7,20,20,Cosmetic,21825019.0
23414,Secondary,ЗИЛ,9,Moscow,5,125.9,49.7,51.6,2,5,European-style renovation,72184635.0
23415,Secondary,Парк Победы,16,Moscow,3,31.92,11.6,6.5,22,21,Designer,13832092.0
23416,Secondary,Волжская,18,Moscow,1,70.8,54.4,22.1,20,23,Cosmetic,17742274.0
23417,Secondary,Парк культуры,13,Moscow,3,75.67,30.2,19.8,13,10,Designer,85249228.0
23418,Secondary,Римская,16,Moscow,1,44.59,26.1,11.3,10,9,Designer,24834272.0
23419,Secondary,Селигерская,13,Moscow,3,87.79,55.0,13.6,1,11,Cosmetic,28376329.0
23420,Secondary,Опалиха,4,Moscow region,0,18.85,8.9,6.6,7,9,European-style renovation,5687000.0
23421,New building,Зябликово,19,Moscow region,2,39.24,11.9,12.5,4,14,Cosmetic,3832357.0
23422,Secondary,Филатов Луг,12,Moscow,4,121.76,82.7,21.3,21,20,European-style renovation,40804404.0
23423,Secondary,Планерная,6,Moscow,4,87.64,69.9,20.2,26,27,European-style renovation,32057192.0
23424,Secondary,Первомайская,7,Moscow,3,119.3,63.0,10.3,3,22,Designer,40981719.0
23425,Secondary,Народное Ополчение,13,Moscow,2,33.35,18.5,12.7,36,24,Designer,11158732.0
23426,New building,Минская,19,Moscow,3,64.22,25.9,21.1,22,10,Cosmetic,26699436.0
23427,Secondary,Выставочная,13,Moscow,4,81.3,57.4,19.0,18,21,Designer,43441081.0
23428,Secondary,Тверская,13,Moscow,0,17.26,8.7,5.4,1,5,European-style renovation,8625477.0
23429,Secondary,Опалиха,10,Moscow region,0,32.21,22.9,7.9,1,10,Cosmetic,4937200.0
23430,Secondary,Улица Горчакова,3,Moscow,4,82.86,57.9,14.4,2,20,Designer,32848526.0
23431,New building,Котельники,6,Moscow region,3,33.92,15.1,8.9,4,10,Cosmetic,2968472.0
23432,Secondary,Давыдково,7,Moscow,4,83.37,54.9,16.3,3,40,European-style renovation,27711036.0
23433,Secondary,Лианозово,12,Moscow,1,73.03,58.0,21.8,3,7,European-style renovation,31782199.0
23434,New building,Котельники,12,Moscow region,2,24.67,11.5,13.8,8,14,Cosmetic,6539955.0
23435,Secondary,ЗИЛ,9,Moscow,1,23.73,11.4,11.5,8,20,Cosmetic,6708139.0
23436,Secondary,Аэропорт Внуково,13,Moscow,0,17.99,7.9,4.5,1,8,European-style renovation,5318401.0
23437,Secondary,Южная,8,Moscow,4,109.31,63.1,10.4,21,20,European-style renovation,32658241.0
23438,Secondary,Динамо,8,Moscow,3,125.14,71.1,15.5,10,22,Designer,111757016.0
23439,New building,Кропоткинская,13,Moscow,5,110.43,82.7,25.1,6,14,Cosmetic,41623816.0
23440,Secondary,Павелецкая,13,Moscow,2,35.9,26.6,8.9,6,7,Cosmetic,22372029.0
23441,Secondary,Белорусская,4,Moscow,2,93.42,47.0,20.6,3,17,Designer,107943809.0
23442,New building,Братиславская,13,Moscow,2,44.19,14.1,14.4,23,14,Cosmetic,13284646.0
23443,Secondary,Славянский бульвар,21,Moscow,3,90.07,61.3,14.6,4,22,Designer,58557417.0
23444,Secondary,Калитники,13,Moscow,0,31.33,22.8,9.1,1,10,European-style renovation,10843461.0
23445,New building,Котельники,19,Moscow region,1,32.99,19.0,8.1,11,20,Cosmetic,6154421.0
23446,Secondary,Стрешнево,14,Moscow,2,45.02,28.2,13.3,15,16,Cosmetic,19484769.0
23447,Secondary,Жулебино,16,Moscow region,1,32.55,14.1,8.6,16,24,Without renovation,6183686.0
23448,Secondary,Варшавская,9,Moscow,4,168.37,55.6,16.9,2,23,European-style renovation,45413738.0
23449,Secondary,Аннино,12,Moscow,1,36.69,15.2,8.6,11,35,Without renovation,16820850.0
23450,Secondary,Тверская,18,Moscow,3,86.77,48.8,7.2,1,10,Designer,66976236.0
23451,Secondary,Лужники,14,Moscow,2,57.88,28.3,20.0,16,16,Designer,59567926.0
23452,Secondary,Ломоносовский проспект,13,Moscow,5,162.5,101.8,21.9,1,7,European-style renovation,238423365.0
23453,Secondary,Хорошёво,12,Moscow,4,102.86,65.2,18.7,16,3,Designer,71577839.0
23454,Secondary,Смоленская,12,Moscow,1,38.64,25.5,4.7,26,16,Cosmetic,15480329.0
23455,Secondary,Стахановская,13,Moscow,2,110.86,63.1,19.0,17,9,European-style renovation,48972335.0
23456,Secondary,Киевская,10,Moscow,2,47.67,30.1,18.6,2,14,Cosmetic,26126604.0
23457,Secondary,Опалиха,18,Moscow region,0,13.9,11.2,5.3,1,4,European-style renovation,3883581.0
23458,Secondary,Шаболовская,5,Moscow,6,93.98,48.6,19.9,1,15,Designer,65898438.0
23459,Secondary,Ясенево,19,Moscow,1,85.69,73.6,21.1,6,20,Designer,25215542.0
23460,Secondary,Рязанский проспект,5,Moscow,1,114.83,65.8,18.0,2,9,Designer,42494430.0
23461,Secondary,Аминьевская,13,Moscow,0,24.68,18.4,8.3,7,15,Cosmetic,11364825.0
23462,Secondary,Бунинская аллея,19,Moscow,2,35.65,25.2,6.3,2,11,European-style renovation,11468416.0
23463,Secondary,Панфиловская,12,Moscow,1,20.73,10.8,8.1,13,9,Without renovation,7879815.0
23464,Secondary,Автозаводская,5,Moscow,4,102.39,59.1,18.5,3,20,Designer,29373699.0
23465,Secondary,Маяковская,18,Moscow,4,110.39,66.7,21.5,23,22,European-style renovation,65060189.0
23466,New building,Перерва,12,Moscow,2,18.94,10.5,4.9,12,14,Cosmetic,5203814.0
23467,Secondary,Карамышевская,18,Moscow,3,62.61,31.1,10.4,1,10,Without renovation,26576696.0
23468,New building,Братиславская,19,Moscow,1,24.61,14.1,25.9,8,14,Cosmetic,6444600.0
23469,Secondary,Минская,6,Moscow,4,214.34,83.8,28.6,2,10,European-style renovation,226704313.0
23470,New building,Братиславская,10,Moscow,1,60.63,26.8,19.1,16,14,Cosmetic,7830074.0
23471,Secondary,Ховрино,22,Moscow,1,52.76,27.6,20.3,9,22,Cosmetic,11823547.0
23472,Secondary,Хорошево,13,Moscow,1,48.63,32.2,9.7,5,33,European-style renovation,31337505.0
23473,Secondary,Чкаловская,7,Moscow,4,105.41,61.0,20.6,2,20,European-style renovation,19698162.0
23474,Secondary,Хорошёвская,10,Moscow,3,84.65,55.2,10.2,2,22,Cosmetic,18979872.0
23475,Secondary,Фонвизинская,17,Moscow,2,29.59,13.7,8.5,22,14,Cosmetic,14298383.0
23476,New building,Братиславская,23,Moscow,3,55.34,23.2,11.9,2,14,Cosmetic,9865542.0
23477,Secondary,Прокшино,6,Moscow,0,22.6,14.2,8.5,4,20,Without renovation,6812967.0
23478,Secondary,Аминьевская,11,Moscow,2,27.24,12.3,8.5,3,9,European-style renovation,11204770.0
23479,Secondary,Аминьевская,12,Moscow,6,21.92,19.0,4.9,1,11,European-style renovation,7476410.0
23480,Secondary,Сокол,5,Moscow,2,98.52,49.6,17.8,3,21,European-style renovation,22761712.0
23481,Secondary,ЦСКА,5,Moscow,2,30.64,11.8,9.6,1,8,Designer,22346485.0
23482,Secondary,Фонвизинская,5,Moscow,5,173.48,75.8,30.7,2,17,European-style renovation,39891328.0
23483,Secondary,Китай-город,12,Moscow,1,52.27,27.4,18.3,8,23,Without renovation,26926397.0
23484,Secondary,Университет,19,Moscow,3,83.54,66.1,8.5,5,19,Without renovation,20914316.0
23485,New building,Красногвардейская,13,Moscow region,3,34.27,13.8,22.9,10,10,Cosmetic,6502889.0
23486,New building,Красногвардейская,13,Moscow region,1,44.29,19.3,9.8,7,14,Cosmetic,4224747.0
23487,Secondary,Выставочная,27,Moscow,5,190.27,36.7,41.4,3,42,European-style renovation,164912131.0
23488,New building,Красногвардейская,13,Moscow region,2,20.99,9.5,9.8,14,14,Cosmetic,2847389.0
23489,Secondary,Фили,9,Moscow,3,118.49,71.4,21.1,33,22,European-style renovation,44149257.0
23490,New building,Битца,13,Moscow region,1,39.75,20.7,13.1,10,20,Cosmetic,5007268.0
23491,New building,Красногвардейская,12,Moscow region,2,81.07,43.1,11.5,4,14,Cosmetic,7198480.0
23492,Secondary,Петровско-Разумовская,25,Moscow,1,52.31,25.6,9.9,2,3,Designer,25276633.0
23493,Secondary,Ростокино,8,Moscow,0,24.09,14.0,8.4,3,5,European-style renovation,8818744.0
23494,New building,Красногвардейская,13,Moscow region,1,27.78,10.9,8.1,9,20,Cosmetic,5510877.0
23495,Secondary,Жулебино,13,Moscow region,1,32.05,10.5,10.0,6,14,Without renovation,3988335.0
23496,Secondary,Красногвардейская,13,Moscow region,1,22.46,12.6,8.6,5,10,Without renovation,6318218.0
23497,Secondary,Шелепиха,13,Moscow,2,24.81,13.0,11.4,21,37,Without renovation,8459430.0
23498,Secondary,Цветной бульвар,2,Moscow,0,35.24,26.0,8.2,1,4,European-style renovation,20196814.0
23499,New building,Зябликово,4,Moscow region,3,96.35,27.8,19.4,10,24,Cosmetic,6166440.0
23500,Secondary,Физтех,5,Moscow,4,127.68,75.2,18.3,20,23,European-style renovation,35655812.0
23501,Secondary,Дубровка,12,Moscow,1,28.51,18.7,10.0,2,4,Designer,17200440.0
23502,Secondary,Полянка,5,Moscow,3,43.85,25.0,12.5,11,14,Cosmetic,18434259.0
23503,New building,Братиславская,12,Moscow,3,75.69,45.6,15.5,9,14,Cosmetic,14875222.0
23504,Secondary,Коммунарка,13,Moscow,1,26.48,16.2,8.6,1,8,European-style renovation,5912358.0
23505,Secondary,Проспект Мира,19,Moscow,1,57.51,32.0,21.2,9,10,Designer,15538460.0
23506,Secondary,Сходненская,13,Moscow,1,48.5,16.0,5.7,17,14,Cosmetic,23483527.0
23507,Secondary,Говорово,20,Moscow,0,26.69,17.8,8.7,2,9,European-style renovation,9996424.0
23508,Secondary,Зюзино,19,Moscow,2,17.52,8.0,8.2,1,11,Without renovation,6647837.0
23509,Secondary,Прокшино,4,Moscow,4,141.99,70.9,16.6,2,8,European-style renovation,47260845.0
23510,Secondary,Белорусская,6,Moscow,5,165.17,89.3,28.2,7,5,European-style renovation,75138321.0
23511,Secondary,Аэропорт,13,Moscow,1,89.6,16.5,12.3,20,14,Designer,61705120.0
23512,Secondary,Выставочная,12,Moscow,6,121.48,59.3,19.1,21,58,Designer,146633024.0
23513,Secondary,Фрунзенская,8,Moscow,4,167.57,112.6,21.2,4,9,European-style renovation,240402858.0
23514,Secondary,Лужники,13,Moscow,3,142.42,80.0,18.6,1,21,Designer,80210199.0
23515,Secondary,Славянский бульвар,10,Moscow,5,137.77,77.0,38.6,1,5,European-style renovation,99630126.0
23516,Secondary,Улица Скобелевская,4,Moscow,3,55.53,25.8,16.5,2,8,European-style renovation,12666655.0
23517,Secondary,Люблино,13,Moscow,4,81.0,58.4,16.0,4,21,European-style renovation,23224237.0
23518,Secondary,Филатов Луг,5,Moscow,2,106.26,95.3,6.4,1,51,European-style renovation,16701430.0
